,Max_depth,N_estimators,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
10,2,"[50, 100, 150]",100,"[154, 156, 92, 378]","[141, 170, 79, 390]","[156, 155, 84, 385]","[136, 175, 68, 401]","[156, 155, 85, 384]","[145, 165, 80, 389]",[1481 1623  842 3849],[1485 1619  847 3844],[1485 1619  842 3849],[1487 1617  842 3849],[1495 1609  843 3848]
11,2,"[50, 100, 150]",150,"[151, 159, 92, 378]","[141, 170, 79, 390]","[157, 154, 83, 386]","[137, 174, 69, 400]","[155, 156, 84, 385]","[146, 164, 81, 388]",[1481 1623  844 3847],[1483 1621  844 3847],[1484 1620  846 3845],[1491 1613  842 3849],[1492 1612  837 3854]
12,2,"[50, 100, 150]",50,"[165, 145, 101, 369]","[152, 159, 84, 385]","[166, 145, 87, 382]","[147, 164, 74, 395]","[162, 149, 91, 378]","[148, 162, 92, 377]",[1566 1538  895 3796],[1557 1547  896 3795],[1556 1548  893 3798],[1579 1525  894 3797],[1578 1526  905 3786]
13,2,"[50, 100, 150]",100,"[164, 146, 102, 368]","[151, 160, 85, 384]","[165, 146, 89, 380]","[149, 162, 76, 393]","[163, 148, 91, 378]","[148, 162, 91, 378]",[1570 1534  896 3795],[1560 1544  893 3798],[1560 1544  896 3795],[1582 1522  899 3792],[1579 1525  896 3795]
14,2,"[50, 100, 150]",150,"[164, 146, 98, 372]","[151, 160, 85, 384]","[166, 145, 88, 381]","[147, 164, 75, 394]","[162, 149, 90, 379]","[150, 160, 91, 378]",[1569 1535  891 3800],[1560 1544  890 3801],[1563 1541  896 3795],[1580 1524  907 3784],[1578 1526  894 3797]
15,2,"[50, 100, 150]",50,"[165, 145, 102, 368]","[159, 152, 85, 384]","[176, 135, 90, 379]","[153, 158, 75, 394]","[165, 146, 92, 377]","[153, 157, 93, 376]",[1617 1487  906 3785],[1611 1493  911 3780],[1595 1509  925 3766],[1613 1491  913 3778],[1614 1490  917 3774]
16,2,"[50, 100, 150]",100,"[168, 142, 101, 369]","[159, 152, 85, 384]","[175, 136, 91, 378]","[151, 160, 77, 392]","[166, 145, 92, 377]","[155, 155, 92, 377]",[1623 1481  908 3783],[1612 1492  918 3773],[1606 1498  928 3763],[1616 1488  909 3782],[1615 1489  911 3780]
17,2,"[50, 100, 150]",150,"[168, 142, 100, 370]","[156, 155, 85, 384]","[174, 137, 90, 379]","[153, 158, 78, 391]","[166, 145, 92, 377]","[153, 157, 94, 375]",[1617 1487  910 3781],[1614 1490  919 3772],[1604 1500  927 3764],[1621 1483  914 3777],[1608 1496  913 3778]
18,3,"[50, 100, 150]",50,"[160, 150, 98, 372]","[148, 163, 85, 384]","[166, 145, 89, 380]","[149, 162, 75, 394]","[164, 147, 93, 376]","[155, 155, 86, 383]",[1574 1530  900 3791],[1573 1531  893 3798],[1568 1536  907 3784],[1579 1525  908 3783],[1590 1514  908 3783]
19,3,"[50, 100, 150]",100,"[159, 151, 100, 370]","[149, 162, 85, 384]","[165, 146, 90, 379]","[149, 162, 76, 393]","[166, 145, 93, 376]","[154, 156, 86, 383]",[1572 1532  902 3789],[1573 1531  894 3797],[1569 1535  901 3790],[1580 1524  906 3785],[1589 1515  908 3783]
20,3,"[50, 100, 150]",150,"[159, 151, 97, 373]","[147, 164, 85, 384]","[165, 146, 88, 381]","[149, 162, 75, 394]","[166, 145, 91, 378]","[156, 154, 85, 384]",[1573 1531  896 3795],[1575 1529  894 3797],[1571 1533  901 3790],[1584 1520  909 3782],[1594 1510  906 3785]
21,3,"[50, 100, 150]",50,"[167, 143, 100, 370]","[157, 154, 84, 385]","[176, 135, 92, 377]","[154, 157, 79, 390]","[171, 140, 93, 376]","[157, 153, 93, 376]",[1632 1472  914 3777],[1628 1476  917 3774],[1622 1482  926 3765],[1641 1463  911 3780],[1655 1449  921 3770]
22,3,"[50, 100, 150]",100,"[168, 142, 102, 368]","[157, 154, 83, 386]","[176, 135, 92, 377]","[158, 153, 80, 389]","[173, 138, 93, 376]","[155, 155, 93, 376]",[1637 1467  923 3768],[1631 1473  922 3769],[1631 1473  923 3768],[1644 1460  907 3784],[1652 1452  924 3767]
23,3,"[50, 100, 150]",150,"[168, 142, 101, 369]","[157, 154, 86, 383]","[176, 135, 93, 376]","[157, 154, 80, 389]","[174, 137, 96, 373]","[156, 154, 94, 375]",[1640 1464  931 3760],[1632 1472  925 3766],[1626 1478  924 3767],[1647 1457  913 3778],[1645 1459  921 3770]
24,3,"[50, 100, 150]",50,"[166, 144, 102, 368]","[162, 149, 79, 390]","[179, 132, 89, 380]","[162, 149, 84, 385]","[174, 137, 95, 374]","[162, 148, 95, 374]",[1655 1449  918 3773],[1643 1461  931 3760],[1649 1455  938 3753],[1671 1433  923 3768],[1673 1431  939 3752]
25,3,"[50, 100, 150]",100,"[171, 139, 103, 367]","[160, 151, 80, 389]","[180, 131, 91, 378]","[165, 146, 82, 387]","[177, 134, 96, 373]","[158, 152, 94, 375]",[1667 1437  925 3766],[1653 1451  930 3761],[1651 1453  934 3757],[1662 1442  925 3766],[1675 1429  939 3752]
26,3,"[50, 100, 150]",150,"[170, 140, 103, 367]","[160, 151, 81, 388]","[179, 132, 92, 377]","[166, 145, 83, 386]","[177, 134, 94, 375]","[157, 153, 95, 374]",[1664 1440  926 3765],[1655 1449  933 3758],[1657 1447  937 3754],[1668 1436  925 3766],[1679 1425  940 3751]
27,4,"[50, 100, 150]",50,"[164, 146, 100, 370]","[153, 158, 86, 383]","[171, 140, 94, 375]","[151, 160, 77, 392]","[171, 140, 93, 376]","[156, 154, 95, 374]",[1611 1493  926 3765],[1610 1494  928 3763],[1615 1489  923 3768],[1630 1474  917 3774],[1644 1460  928 3763]
28,4,"[50, 100, 150]",100,"[167, 143, 100, 370]","[153, 158, 86, 383]","[171, 140, 93, 376]","[150, 161, 77, 392]","[171, 140, 91, 378]","[157, 153, 95, 374]",[1618 1486  926 3765],[1612 1492  934 3757],[1613 1491  925 3766],[1631 1473  921 3770],[1636 1468  932 3759]
29,4,"[50, 100, 150]",150,"[163, 147, 100, 370]","[153, 158, 85, 384]","[171, 140, 93, 376]","[150, 161, 78, 391]","[170, 141, 91, 378]","[157, 153, 96, 373]",[1611 1493  930 3761],[1613 1491  933 3758],[1620 1484  928 3763],[1633 1471  919 3772],[1635 1469  932 3759]
30,4,"[50, 100, 150]",50,"[163, 147, 103, 367]","[159, 152, 79, 390]","[178, 133, 91, 378]","[165, 146, 81, 388]","[173, 138, 94, 375]","[160, 150, 97, 372]",[1650 1454  917 3774],[1645 1459  927 3764],[1654 1450  940 3751],[1667 1437  920 3771],[1665 1439  934 3757]
31,4,"[50, 100, 150]",100,"[164, 146, 104, 366]","[159, 152, 78, 391]","[176, 135, 91, 378]","[166, 145, 84, 385]","[174, 137, 95, 374]","[156, 154, 95, 374]",[1649 1455  922 3769],[1642 1462  933 3758],[1661 1443  937 3754],[1670 1434  916 3775],[1668 1436  936 3755]
32,4,"[50, 100, 150]",150,"[164, 146, 103, 367]","[160, 151, 78, 391]","[176, 135, 92, 377]","[166, 145, 84, 385]","[176, 135, 93, 376]","[155, 155, 95, 374]",[1651 1453  922 3769],[1648 1456  929 3762],[1657 1447  935 3756],[1670 1434  920 3771],[1669 1435  934 3757]
33,4,"[50, 100, 150]",50,"[167, 143, 104, 366]","[163, 148, 79, 390]","[175, 136, 88, 381]","[168, 143, 85, 384]","[176, 135, 98, 371]","[160, 150, 92, 377]",[1675 1429  920 3771],[1654 1450  943 3748],[1659 1445  943 3748],[1690 1414  941 3750],[1676 1428  947 3744]
34,4,"[50, 100, 150]",100,"[168, 142, 106, 364]","[161, 150, 78, 391]","[175, 136, 89, 380]","[168, 143, 85, 384]","[177, 134, 100, 369]","[161, 149, 94, 375]",[1672 1432  929 3762],[1657 1447  936 3755],[1670 1434  943 3748],[1678 1426  942 3749],[1683 1421  943 3748]
35,4,"[50, 100, 150]",150,"[167, 143, 104, 366]","[160, 151, 77, 392]","[175, 136, 91, 378]","[169, 142, 86, 383]","[179, 132, 100, 369]","[161, 149, 96, 373]",[1675 1429  932 3759],[1658 1446  932 3759],[1672 1432  941 3750],[1686 1418  937 3754],[1682 1422  946 3745]
