Feature,Feature Selection,Probability,,,,,,,,,,,,
TravelTimeToWater:<30min,MRMR,0,TravelTimeToWater:<30min,CFS,0,TravelTimeToWater:<30min,IG-20,0.02,TravelTimeToWater:<30min,IG-40,0.22,TravelTimeToWater:<30min,Average,0.06
TravelTimeToWater:>30min,MRMR,0,TravelTimeToWater:>30min,CFS,0,TravelTimeToWater:>30min,IG-20,0.12,TravelTimeToWater:>30min,IG-40,0.5,TravelTimeToWater:>30min,Average,0.155
MaternalOccupation: Agriculture,MRMR,0,MaternalOccupation: Agriculture,CFS,0,MaternalOccupation: Agriculture,IG-20,0.02,MaternalOccupation: Agriculture,IG-40,0.22,MaternalOccupation: Agriculture,Average,0.06
MaternalOccupation:NotWorking,MRMR,0,MaternalOccupation:NotWorking,CFS,0.08,MaternalOccupation:NotWorking,IG-20,0.32,MaternalOccupation:NotWorking,IG-40,0.7,MaternalOccupation:NotWorking,Average,0.275
PaternalOccupation: Agriculture,MRMR,0,PaternalOccupation: Agriculture,CFS,0,PaternalOccupation: Agriculture,IG-20,0.08,PaternalOccupation: Agriculture,IG-40,0.38,PaternalOccupation: Agriculture,Average,0.115
PatrnalOccupation: NotWorking,MRMR,0,PatrnalOccupation: NotWorking,CFS,0,PatrnalOccupation: NotWorking,IG-20,0.12,PatrnalOccupation: NotWorking,IG-40,0.44,PatrnalOccupation: NotWorking,Average,0.14
Religion: Orthordox,MRMR,0.04,Religion: Orthordox,CFS,1,Religion: Orthordox,IG-20,1,Religion: Orthordox,IG-40,1,Religion: Orthordox,Average,0.76
Religion: Protestant,MRMR,0,Religion: Protestant,CFS,0,Religion: Protestant,IG-20,0.04,Religion: Protestant,IG-40,0.26,Religion: Protestant,Average,0.075
Religion: Muslim,MRMR,0,Religion: Muslim,CFS,1,Religion: Muslim,IG-20,1,Religion: Muslim,IG-40,1,Religion: Muslim,Average,0.75
FamilySize: 5-9,MRMR,0.04,FamilySize: 5-9,CFS,0,FamilySize: 5-9,IG-20,0.04,FamilySize: 5-9,IG-40,0.46,FamilySize: 5-9,Average,0.135
FamilySize: 10+,MRMR,0.16,FamilySize: 10+,CFS,0,FamilySize: 10+,IG-20,0.04,FamilySize: 10+,IG-40,0.22,FamilySize: 10+,Average,0.105
ListeningRadio: Infrequent,MRMR,0,ListeningRadio: Infrequent,CFS,0,ListeningRadio: Infrequent,IG-20,0.06,ListeningRadio: Infrequent,IG-40,0.34,ListeningRadio: Infrequent,Average,0.1
ListeningRadio: Sometimes,MRMR,0,ListeningRadio: Sometimes,CFS,0,ListeningRadio: Sometimes,IG-20,0.04,ListeningRadio: Sometimes,IG-40,0.48,ListeningRadio: Sometimes,Average,0.13
ReadingNews: Infrequent,MRMR,0,ReadingNews: Infrequent,CFS,0.68,ReadingNews: Infrequent,IG-20,0.22,ReadingNews: Infrequent,IG-40,0.66,ReadingNews: Infrequent,Average,0.39
ReadingNews: Sometimes,MRMR,0.02,ReadingNews: Sometimes,CFS,0,ReadingNews: Sometimes,IG-20,0,ReadingNews: Sometimes,IG-40,0.18,ReadingNews: Sometimes,Average,0.05
WatchingTV: Infrequent,MRMR,0,WatchingTV: Infrequent,CFS,0,WatchingTV: Infrequent,IG-20,0.02,WatchingTV: Infrequent,IG-40,0.18,WatchingTV: Infrequent,Average,0.05
WatchingTV: Sometimes,MRMR,0,WatchingTV: Sometimes,CFS,0,WatchingTV: Sometimes,IG-20,0.32,WatchingTV: Sometimes,IG-40,0.72,WatchingTV: Sometimes,Average,0.26
WealthIndex: Poorest,MRMR,0,WealthIndex: Poorest,CFS,1,WealthIndex: Poorest,IG-20,1,WealthIndex: Poorest,IG-40,1,WealthIndex: Poorest,Average,0.75
WealthIndex: Poorer,MRMR,0,WealthIndex: Poorer,CFS,0,WealthIndex: Poorer,IG-20,0.02,WealthIndex: Poorer,IG-40,0.18,WealthIndex: Poorer,Average,0.05
WealthIndex: Middle,MRMR,0,WealthIndex: Middle,CFS,0,WealthIndex: Middle,IG-20,0.04,WealthIndex: Middle,IG-40,0.24,WealthIndex: Middle,Average,0.07
WealthIndex: Richer,MRMR,0,WealthIndex: Richer,CFS,0,WealthIndex: Richer,IG-20,0.1,WealthIndex: Richer,IG-40,0.36,WealthIndex: Richer,Average,0.115
BirthsInLast5Yrs: 1-2,MRMR,0,BirthsInLast5Yrs: 1-2,CFS,0.08,BirthsInLast5Yrs: 1-2,IG-20,0.22,BirthsInLast5Yrs: 1-2,IG-40,0.78,BirthsInLast5Yrs: 1-2,Average,0.27
BirthsInLast5Yrs: 3+,MRMR,0,BirthsInLast5Yrs: 3+,CFS,0.5,BirthsInLast5Yrs: 3+,IG-20,0.06,BirthsInLast5Yrs: 3+,IG-40,0.36,BirthsInLast5Yrs: 3+,Average,0.23
NumberOfChildren: 1-3,MRMR,0,NumberOfChildren: 1-3,CFS,0,NumberOfChildren: 1-3,IG-20,0,NumberOfChildren: 1-3,IG-40,0.16,NumberOfChildren: 1-3,Average,0.04
NumberOfChildren: 4+,MRMR,0,NumberOfChildren: 4+,CFS,0.14,NumberOfChildren: 4+,IG-20,0.14,NumberOfChildren: 4+,IG-40,0.68,NumberOfChildren: 4+,Average,0.24
Contraception: Type1,MRMR,0.02,Contraception: Type1,CFS,0,Contraception: Type1,IG-20,0.04,Contraception: Type1,IG-40,0.14,Contraception: Type1,Average,0.05
Contraception: Type2,MRMR,0,Contraception: Type2,CFS,0,Contraception: Type2,IG-20,0.02,Contraception: Type2,IG-40,0.26,Contraception: Type2,Average,0.07
Contraception: Type3,MRMR,0,Contraception: Type3,CFS,0.86,Contraception: Type3,IG-20,0.24,Contraception: Type3,IG-40,0.66,Contraception: Type3,Average,0.44
BMI: 18.5-24.9,MRMR,0,BMI: 18.5-24.9,CFS,0,BMI: 18.5-24.9,IG-20,0.02,BMI: 18.5-24.9,IG-40,0.2,BMI: 18.5-24.9,Average,0.055
BMI: >25,MRMR,0,BMI: >25,CFS,0,BMI: >25,IG-20,0.04,BMI: >25,IG-40,0.34,BMI: >25,Average,0.095
MaternalEducation: Primary,MRMR,0,MaternalEducation: Primary,CFS,0,MaternalEducation: Primary,IG-20,0.04,MaternalEducation: Primary,IG-40,0.3,MaternalEducation: Primary,Average,0.085
MaternalEducation: Secondary,MRMR,0,MaternalEducation: Secondary,CFS,0,MaternalEducation: Secondary,IG-20,0.02,MaternalEducation: Secondary,IG-40,0.44,MaternalEducation: Secondary,Average,0.115
MaternalEducation: Highschool+,MRMR,0,MaternalEducation: Highschool+,CFS,0.02,MaternalEducation: Highschool+,IG-20,0.1,MaternalEducation: Highschool+,IG-40,0.4,MaternalEducation: Highschool+,Average,0.13
Watersource:Piped,MRMR,0,Watersource:Piped,CFS,0,Watersource:Piped,IG-20,0.28,Watersource:Piped,IG-40,0.74,Watersource:Piped,Average,0.255
Watersource:Improved,MRMR,0,Watersource:Improved,CFS,0,Watersource:Improved,IG-20,0,Watersource:Improved,IG-40,0.2,Watersource:Improved,Average,0.05
MaternalAge: 15-19,MRMR,1,MaternalAge: 15-19,CFS,0,MaternalAge: 15-19,IG-20,0.02,MaternalAge: 15-19,IG-40,0.28,MaternalAge: 15-19,Average,0.325
MaternalAge: 20-24,MRMR,0,MaternalAge: 20-24,CFS,0,MaternalAge: 20-24,IG-20,0.02,MaternalAge: 20-24,IG-40,0.2,MaternalAge: 20-24,Average,0.055
MaternalAge: 25-29,MRMR,0,MaternalAge: 25-29,CFS,0,MaternalAge: 25-29,IG-20,0.02,MaternalAge: 25-29,IG-40,0.2,MaternalAge: 25-29,Average,0.055
MaternalAge: 30-34,MRMR,0,MaternalAge: 30-34,CFS,0,MaternalAge: 30-34,IG-20,0.08,MaternalAge: 30-34,IG-40,0.2,MaternalAge: 30-34,Average,0.07
MaternalAge: 35-39,MRMR,0,MaternalAge: 35-39,CFS,0,MaternalAge: 35-39,IG-20,0.04,MaternalAge: 35-39,IG-40,0.16,MaternalAge: 35-39,Average,0.05
MaternalAge: 40-44,MRMR,0,MaternalAge: 40-44,CFS,0,MaternalAge: 40-44,IG-20,0.02,MaternalAge: 40-44,IG-40,0.06,MaternalAge: 40-44,Average,0.02
Region: Tigray,MRMR,0,Region: Tigray,CFS,0,Region: Tigray,IG-20,0.02,Region: Tigray,IG-40,0.28,Region: Tigray,Average,0.075
Region: Afar,MRMR,0.96,Region: Afar,CFS,0.7,Region: Afar,IG-20,0.3,Region: Afar,IG-40,0.82,Region: Afar,Average,0.695
Region: Amhara,MRMR,0,Region: Amhara,CFS,0,Region: Amhara,IG-20,0.08,Region: Amhara,IG-40,0.48,Region: Amhara,Average,0.14
Region: Oromia,MRMR,0,Region: Oromia,CFS,0,Region: Oromia,IG-20,0,Region: Oromia,IG-40,0.12,Region: Oromia,Average,0.03
Region: Somali,MRMR,0.96,Region: Somali,CFS,1,Region: Somali,IG-20,1,Region: Somali,IG-40,1,Region: Somali,Average,0.99
Region: Benishangul,MRMR,0,Region: Benishangul,CFS,0,Region: Benishangul,IG-20,0,Region: Benishangul,IG-40,0.3,Region: Benishangul,Average,0.075
Region: SNNPR,MRMR,0,Region: SNNPR,CFS,0,Region: SNNPR,IG-20,0.08,Region: SNNPR,IG-40,0.56,Region: SNNPR,Average,0.16
Region: Gambela,MRMR,0,Region: Gambela,CFS,0,Region: Gambela,IG-20,0,Region: Gambela,IG-40,0.1,Region: Gambela,Average,0.025
Region: Harari,MRMR,0,Region: Harari,CFS,0,Region: Harari,IG-20,0.04,Region: Harari,IG-40,0.14,Region: Harari,Average,0.045
Region: AddisAdaba,MRMR,0,Region: AddisAdaba,CFS,0,Region: AddisAdaba,IG-20,0.22,Region: AddisAdaba,IG-40,0.66,Region: AddisAdaba,Average,0.22
PopulationSize,CFS,0,,,,,,,,,,,,
AnnualPrecipitation,CFS,0.06,,,,,,,,,,,,
DiurnalSurfaceTemperature,CFS,0,,,,,,,,,,,,
DiurnalTemperatureRange,CFS,0,,,,,,,,,,,,
VegetationIndex,CFS,0,,,,,,,,,,,,
HumanFootprint,CFS,0,,,,,,,,,,,,
GrossCellProduction,CFS,0,,,,,,,,,,,,
GrowthSeasonLength,CFS,0,,,,,,,,,,,,
Irrigation,CFS,0,,,,,,,,,,,,
ITNCoverage,CFS,1,,,,,,,,,,,,
LandSurfaceTemperature,CFS,1,,,,,,,,,,,,
MalariaPrevalence,CFS,0.3,,,,,,,,,,,,
MeanTemperature,CFS,0,,,,,,,,,,,,
NightlightsComposite,CFS,0,,,,,,,,,,,,
ProximityToWater,CFS,0,,,,,,,,,,,,
Residence: Rural,CFS,0,,,,,,,,,,,,
ToiletType: Improved,CFS,0,,,,,,,,,,,,
HIV Status: Positive,CFS,0,,,,,,,,,,,,
HouseholdAmenities: Yes,CFS,1,,,,,,,,,,,,
Transportation,CFS,0,,,,,,,,,,,,
FloorType: Dirt,CFS,0,,,,,,,,,,,,
HouseholdHead: Female,CFS,0,,,,,,,,,,,,
Breastfeeding,CFS,0,,,,,,,,,,,,
Pregnant,CFS,0,,,,,,,,,,,,
MenstruatedInLast6Weeks,CFS,0,,,,,,,,,,,,
Married,CFS,0.2,,,,,,,,,,,,
IronSupplementedDuringPregnancy,CFS,0,,,,,,,,,,,,
TravelTimeToWater:<30min,CFS,0,,,,,,,,,,,,
TravelTimeToWater:>30min,CFS,0,,,,,,,,,,,,
MaternalOccupation: Agriculture,CFS,0,,,,,,,,,,,,
MaternalOccupation:NotWorking,CFS,0.08,,,,,,,,,,,,
PaternalOccupation: Agriculture,CFS,0,,,,,,,,,,,,
PatrnalOccupation: NotWorking,CFS,0,,,,,,,,,,,,
Religion: Orthordox,CFS,1,,,,,,,,,,,,
Religion: Protestant,CFS,0,,,,,,,,,,,,
Religion: Muslim,CFS,1,,,,,,,,,,,,
FamilySize: 5-9,CFS,0,,,,,,,,,,,,
FamilySize: 10+,CFS,0,,,,,,,,,,,,
ListeningRadio: Infrequent,CFS,0,,,,,,,,,,,,
ListeningRadio: Sometimes,CFS,0,,,,,,,,,,,,
ReadingNews: Infrequent,CFS,0.68,,,,,,,,,,,,
ReadingNews: Sometimes,CFS,0,,,,,,,,,,,,
WatchingTV: Infrequent,CFS,0,,,,,,,,,,,,
WatchingTV: Sometimes,CFS,0,,,,,,,,,,,,
WealthIndex: Poorest,CFS,1,,,,,,,,,,,,
WealthIndex: Poorer,CFS,0,,,,,,,,,,,,
WealthIndex: Middle,CFS,0,,,,,,,,,,,,
WealthIndex: Richer,CFS,0,,,,,,,,,,,,
BirthsInLast5Yrs: 1-2,CFS,0.08,,,,,,,,,,,,
BirthsInLast5Yrs: 3+,CFS,0.5,,,,,,,,,,,,
NumberOfChildren: 1-3,CFS,0,,,,,,,,,,,,
NumberOfChildren: 4+,CFS,0.14,,,,,,,,,,,,
Contraception: Type1,CFS,0,,,,,,,,,,,,
Contraception: Type2,CFS,0,,,,,,,,,,,,
Contraception: Type3,CFS,0.86,,,,,,,,,,,,
BMI: 18.5-24.9,CFS,0,,,,,,,,,,,,
BMI: >25,CFS,0,,,,,,,,,,,,
MaternalEducation: Primary,CFS,0,,,,,,,,,,,,
MaternalEducation: Secondary,CFS,0,,,,,,,,,,,,
MaternalEducation: Highschool+,CFS,0.02,,,,,,,,,,,,
Watersource:Piped,CFS,0,,,,,,,,,,,,
Watersource:Improved,CFS,0,,,,,,,,,,,,
MaternalAge: 15-19,CFS,0,,,,,,,,,,,,
MaternalAge: 20-24,CFS,0,,,,,,,,,,,,
MaternalAge: 25-29,CFS,0,,,,,,,,,,,,
MaternalAge: 30-34,CFS,0,,,,,,,,,,,,
MaternalAge: 35-39,CFS,0,,,,,,,,,,,,
MaternalAge: 40-44,CFS,0,,,,,,,,,,,,
Region: Tigray,CFS,0,,,,,,,,,,,,
Region: Afar,CFS,0.7,,,,,,,,,,,,
Region: Amhara,CFS,0,,,,,,,,,,,,
Region: Oromia,CFS,0,,,,,,,,,,,,
Region: Somali,CFS,1,,,,,,,,,,,,
Region: Benishangul,CFS,0,,,,,,,,,,,,
Region: SNNPR,CFS,0,,,,,,,,,,,,
Region: Gambela,CFS,0,,,,,,,,,,,,
Region: Harari,CFS,0,,,,,,,,,,,,
Region: AddisAdaba,CFS,0,,,,,,,,,,,,
PopulationSize,IG-20,0.32,,,,,,,,,,,,
AnnualPrecipitation,IG-20,0.92,,,,,,,,,,,,
DiurnalSurfaceTemperature,IG-20,0.94,,,,,,,,,,,,
DiurnalTemperatureRange,IG-20,0.1,,,,,,,,,,,,
VegetationIndex,IG-20,0.34,,,,,,,,,,,,
HumanFootprint,IG-20,0.84,,,,,,,,,,,,
GrossCellProduction,IG-20,0.36,,,,,,,,,,,,
GrowthSeasonLength,IG-20,0.96,,,,,,,,,,,,
Irrigation,IG-20,0.14,,,,,,,,,,,,
ITNCoverage,IG-20,1,,,,,,,,,,,,
LandSurfaceTemperature,IG-20,1,,,,,,,,,,,,
MalariaPrevalence,IG-20,0.76,,,,,,,,,,,,
MeanTemperature,IG-20,0.96,,,,,,,,,,,,
NightlightsComposite,IG-20,0.6,,,,,,,,,,,,
ProximityToWater,IG-20,0.7,,,,,,,,,,,,
Residence: Rural,IG-20,0.5,,,,,,,,,,,,
ToiletType: Improved,IG-20,0.14,,,,,,,,,,,,
HIV Status: Positive,IG-20,0,,,,,,,,,,,,
HouseholdAmenities: Yes,IG-20,0.68,,,,,,,,,,,,
Transportation,IG-20,0.06,,,,,,,,,,,,
FloorType: Dirt,IG-20,0.36,,,,,,,,,,,,
HouseholdHead: Female,IG-20,0.02,,,,,,,,,,,,
Breastfeeding,IG-20,0.1,,,,,,,,,,,,
Pregnant,IG-20,0.02,,,,,,,,,,,,
MenstruatedInLast6Weeks,IG-20,0.08,,,,,,,,,,,,
Married,IG-20,0.16,,,,,,,,,,,,
IronSupplementedDuringPregnancy,IG-20,0.16,,,,,,,,,,,,
TravelTimeToWater:<30min,IG-20,0.02,,,,,,,,,,,,
TravelTimeToWater:>30min,IG-20,0.12,,,,,,,,,,,,
MaternalOccupation: Agriculture,IG-20,0.02,,,,,,,,,,,,
MaternalOccupation:NotWorking,IG-20,0.32,,,,,,,,,,,,
PaternalOccupation: Agriculture,IG-20,0.08,,,,,,,,,,,,
PatrnalOccupation: NotWorking,IG-20,0.12,,,,,,,,,,,,
Religion: Orthordox,IG-20,1,,,,,,,,,,,,
Religion: Protestant,IG-20,0.04,,,,,,,,,,,,
Religion: Muslim,IG-20,1,,,,,,,,,,,,
FamilySize: 5-9,IG-20,0.04,,,,,,,,,,,,
FamilySize: 10+,IG-20,0.04,,,,,,,,,,,,
ListeningRadio: Infrequent,IG-20,0.06,,,,,,,,,,,,
ListeningRadio: Sometimes,IG-20,0.04,,,,,,,,,,,,
ReadingNews: Infrequent,IG-20,0.22,,,,,,,,,,,,
ReadingNews: Sometimes,IG-20,0,,,,,,,,,,,,
WatchingTV: Infrequent,IG-20,0.02,,,,,,,,,,,,
WatchingTV: Sometimes,IG-20,0.32,,,,,,,,,,,,
WealthIndex: Poorest,IG-20,1,,,,,,,,,,,,
WealthIndex: Poorer,IG-20,0.02,,,,,,,,,,,,
WealthIndex: Middle,IG-20,0.04,,,,,,,,,,,,
WealthIndex: Richer,IG-20,0.1,,,,,,,,,,,,
BirthsInLast5Yrs: 1-2,IG-20,0.22,,,,,,,,,,,,
BirthsInLast5Yrs: 3+,IG-20,0.06,,,,,,,,,,,,
NumberOfChildren: 1-3,IG-20,0,,,,,,,,,,,,
NumberOfChildren: 4+,IG-20,0.14,,,,,,,,,,,,
Contraception: Type1,IG-20,0.04,,,,,,,,,,,,
Contraception: Type2,IG-20,0.02,,,,,,,,,,,,
Contraception: Type3,IG-20,0.24,,,,,,,,,,,,
BMI: 18.5-24.9,IG-20,0.02,,,,,,,,,,,,
BMI: >25,IG-20,0.04,,,,,,,,,,,,
MaternalEducation: Primary,IG-20,0.04,,,,,,,,,,,,
MaternalEducation: Secondary,IG-20,0.02,,,,,,,,,,,,
MaternalEducation: Highschool+,IG-20,0.1,,,,,,,,,,,,
Watersource:Piped,IG-20,0.28,,,,,,,,,,,,
Watersource:Improved,IG-20,0,,,,,,,,,,,,
MaternalAge: 15-19,IG-20,0.02,,,,,,,,,,,,
MaternalAge: 20-24,IG-20,0.02,,,,,,,,,,,,
MaternalAge: 25-29,IG-20,0.02,,,,,,,,,,,,
MaternalAge: 30-34,IG-20,0.08,,,,,,,,,,,,
MaternalAge: 35-39,IG-20,0.04,,,,,,,,,,,,
MaternalAge: 40-44,IG-20,0.02,,,,,,,,,,,,
Region: Tigray,IG-20,0.02,,,,,,,,,,,,
Region: Afar,IG-20,0.3,,,,,,,,,,,,
Region: Amhara,IG-20,0.08,,,,,,,,,,,,
Region: Oromia,IG-20,0,,,,,,,,,,,,
Region: Somali,IG-20,1,,,,,,,,,,,,
Region: Benishangul,IG-20,0,,,,,,,,,,,,
Region: SNNPR,IG-20,0.08,,,,,,,,,,,,
Region: Gambela,IG-20,0,,,,,,,,,,,,
Region: Harari,IG-20,0.04,,,,,,,,,,,,
Region: AddisAdaba,IG-20,0.22,,,,,,,,,,,,
PopulationSize,IG-60,0.96,,,,,,,,,,,,
AnnualPrecipitation,IG-60,1,,,,,,,,,,,,
DiurnalSurfaceTemperature,IG-60,1,,,,,,,,,,,,
DiurnalTemperatureRange,IG-60,0.9,,,,,,,,,,,,
VegetationIndex,IG-60,0.92,,,,,,,,,,,,
HumanFootprint,IG-60,1,,,,,,,,,,,,
GrossCellProduction,IG-60,0.92,,,,,,,,,,,,
GrowthSeasonLength,IG-60,1,,,,,,,,,,,,
Irrigation,IG-60,0.88,,,,,,,,,,,,
ITNCoverage,IG-60,1,,,,,,,,,,,,
LandSurfaceTemperature,IG-60,1,,,,,,,,,,,,
MalariaPrevalence,IG-60,1,,,,,,,,,,,,
MeanTemperature,IG-60,1,,,,,,,,,,,,
NightlightsComposite,IG-60,1,,,,,,,,,,,,
ProximityToWater,IG-60,1,,,,,,,,,,,,
Residence: Rural,IG-60,0.98,,,,,,,,,,,,
ToiletType: Improved,IG-60,0.74,,,,,,,,,,,,
HIV Status: Positive,IG-60,0.4,,,,,,,,,,,,
HouseholdAmenities: Yes,IG-60,0.98,,,,,,,,,,,,
Transportation,IG-60,0.62,,,,,,,,,,,,
FloorType: Dirt,IG-60,0.98,,,,,,,,,,,,
HouseholdHead: Female,IG-60,0.56,,,,,,,,,,,,
Breastfeeding,IG-60,0.82,,,,,,,,,,,,
Pregnant,IG-60,0.72,,,,,,,,,,,,
MenstruatedInLast6Weeks,IG-60,0.72,,,,,,,,,,,,
Married,IG-60,0.92,,,,,,,,,,,,
IronSupplementedDuringPregnancy,IG-60,0.76,,,,,,,,,,,,
TravelTimeToWater:<30min,IG-60,0.62,,,,,,,,,,,,
TravelTimeToWater:>30min,IG-60,0.9,,,,,,,,,,,,
MaternalOccupation: Agriculture,IG-60,0.44,,,,,,,,,,,,
MaternalOccupation:NotWorking,IG-60,0.94,,,,,,,,,,,,
PaternalOccupation: Agriculture,IG-60,0.8,,,,,,,,,,,,
PatrnalOccupation: NotWorking,IG-60,0.82,,,,,,,,,,,,
Religion: Orthordox,IG-60,1,,,,,,,,,,,,
Religion: Protestant,IG-60,0.6,,,,,,,,,,,,
Religion: Muslim,IG-60,1,,,,,,,,,,,,
FamilySize: 5-9,IG-60,0.84,,,,,,,,,,,,
FamilySize: 10+,IG-60,0.6,,,,,,,,,,,,
ListeningRadio: Infrequent,IG-60,0.6,,,,,,,,,,,,
ListeningRadio: Sometimes,IG-60,0.8,,,,,,,,,,,,
ReadingNews: Infrequent,IG-60,0.9,,,,,,,,,,,,
ReadingNews: Sometimes,IG-60,0.46,,,,,,,,,,,,
WatchingTV: Infrequent,IG-60,0.54,,,,,,,,,,,,
WatchingTV: Sometimes,IG-60,0.96,,,,,,,,,,,,
WealthIndex: Poorest,IG-60,1,,,,,,,,,,,,
WealthIndex: Poorer,IG-60,0.58,,,,,,,,,,,,
WealthIndex: Middle,IG-60,0.62,,,,,,,,,,,,
WealthIndex: Richer,IG-60,0.56,,,,,,,,,,,,
BirthsInLast5Yrs: 1-2,IG-60,0.94,,,,,,,,,,,,
BirthsInLast5Yrs: 3+,IG-60,0.58,,,,,,,,,,,,
NumberOfChildren: 1-3,IG-60,0.44,,,,,,,,,,,,
NumberOfChildren: 4+,IG-60,0.94,,,,,,,,,,,,
Contraception: Type1,IG-60,0.38,,,,,,,,,,,,
Contraception: Type2,IG-60,0.5,,,,,,,,,,,,
Contraception: Type3,IG-60,0.94,,,,,,,,,,,,
BMI: 18.5-24.9,IG-60,0.56,,,,,,,,,,,,
BMI: >25,IG-60,0.7,,,,,,,,,,,,
MaternalEducation: Primary,IG-60,0.74,,,,,,,,,,,,
MaternalEducation: Secondary,IG-60,0.86,,,,,,,,,,,,
MaternalEducation: Highschool+,IG-60,0.82,,,,,,,,,,,,
Watersource:Piped,IG-60,0.96,,,,,,,,,,,,
Watersource:Improved,IG-60,0.7,,,,,,,,,,,,
MaternalAge: 15-19,IG-60,0.58,,,,,,,,,,,,
MaternalAge: 20-24,IG-60,0.46,,,,,,,,,,,,
